activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764576,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL459,METHYLDOPA,CHEMBL459,,0,,1539936,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764672,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1ncc([N+](=O)[O-])n1CCO,,,CHEMBL1909046,,,,CHEMBL137,METRONIDAZOLE,CHEMBL137,,0,,1539944,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765250,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,CHEMBL1909046,,,,CHEMBL115,INDINAVIR,CHEMBL115,,0,,1539847,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765372,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,,,CHEMBL1909046,,,,CHEMBL1712923,IRSOGLADINE MALEATE,CHEMBL136497,,0,,1539855,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765493,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CNC1(c2ccccc2Cl)CCCCC1=O,,,CHEMBL1909046,,,,CHEMBL742,KETAMINE,CHEMBL742,,0,,1539863,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765570,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL245416,L-MIMOSINE,CHEMBL245416,,0,,1539871,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766148,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,,,CHEMBL1909046,,,,CHEMBL1909065,MADURAMICIN,CHEMBL1909065,,0,,1539904,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766247,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,,,CHEMBL1909046,,,,CHEMBL685,MEBENDAZOLE,CHEMBL685,,0,,1539912,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766370,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL852,MELPHALAN,CHEMBL852,,0,,1539920,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766969,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,,CHEMBL1909046,,,,CHEMBL802,MINOXIDIL,CHEMBL802,,0,,1539953,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767065,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,,,CHEMBL1909046,,,,CHEMBL60889,MOSAPRIDE,CHEMBL60889,,0,,1539961,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767195,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc2cc(CCC(C)=O)ccc2c1,,,CHEMBL1909046,,,,CHEMBL1070,NABUMETONE,CHEMBL1070,,0,,1539969,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
,7767837,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,CHEMBL1909046,,,"{'bei': '17.95', 'le': '0.34', 'lle': '3.75', 'sei': '6.17'}",CHEMBL429,LABETALOL,CHEMBL429,5.89,0,http://www.openphacts.org/units/Nanomolar,1539872,=,15,1,=,,Ki,nM,,1277.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,1.277
,7767960,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,,CHEMBL1909046,,,"{'bei': '20.87', 'le': '0.41', 'lle': '2.39', 'sei': '10.23'}",CHEMBL960,LEFLUNOMIDE,CHEMBL960,5.64,0,http://www.openphacts.org/units/Nanomolar,1539880,=,15,1,=,,Ki,nM,,2291.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,2.291
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768092,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,,CHEMBL1909046,,,,CHEMBL33,LEVOFLOXACIN,CHEMBL33,,0,,1539888,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768197,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=NN(CCCl)C(=O)NC1CCCCC1,,,CHEMBL1909046,,,,CHEMBL514,LOMUSTINE,CHEMBL514,,0,,1539896,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768650,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,,CHEMBL1909046,,,,CHEMBL395110,MEPAZINE,CHEMBL395110,,0,,1539921,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768718,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cn1cc[nH]c1=S,,,CHEMBL1909046,,,,CHEMBL1515,METHIMAZOLE,CHEMBL1515,,0,,1539929,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768853,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,CHEMBL1909046,,,,CHEMBL1201356,METHYLERGONOVINE,CHEMBL1201356,,0,,1539937,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768959,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(C(=O)c1cccnc1)c1cccnc1,,,CHEMBL1909046,,,,CHEMBL934,METYRAPONE,CHEMBL934,,0,,1539945,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7769529,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1909046,,,,CHEMBL6,INDOMETHACIN,CHEMBL6,,0,,1539848,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7769656,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C/C=C\c1ccc(O)c(OC)c1,,,CHEMBL1909046,,,,CHEMBL445206,ISOEUGENOL,CHEMBL445206,,0,,1539856,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
,7769768,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,CHEMBL1909046,,,"{'bei': '8.90', 'le': '0.18', 'lle': '0.52', 'sei': '6.85'}",CHEMBL157101,KETOCONAZOLE,CHEMBL157101,4.73,0,http://www.openphacts.org/units/Nanomolar,1539864,=,15,1,=,,Ki,nM,,18685.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,18.685
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7770424,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC.N,,,CHEMBL1909046,,,,CHEMBL2105807,MADURAMICIN,CHEMBL1909065,,0,,1539905,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7770528,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,,,CHEMBL1909046,,,,CHEMBL509,MECLOFENAMIC ACID,CHEMBL509,,0,,1539913,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771261,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,,,CHEMBL1909046,,,,CHEMBL105,MITOMYCIN,CHEMBL105,,0,,1539954,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771347,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1nc(C)nc(Cl)c1NC1=NCCN1,,,CHEMBL1909046,,,,CHEMBL19236,MOXONIDINE,CHEMBL19236,,0,,1539962,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771483,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,,,CHEMBL1909046,,,,CHEMBL649,NADOLOL,CHEMBL649,,0,,1539970,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772110,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,,,CHEMBL1909046,,,,CHEMBL460291,LACIDIPINE,CHEMBL460291,,0,,1539873,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772242,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,,,CHEMBL1909046,,,,CHEMBL1444,LETROZOLE,CHEMBL1444,,0,,1539881,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772375,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,,CHEMBL1909046,,,,CHEMBL267044,LEVOSULPIRIDE,CHEMBL267044,,0,,1539889,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772483,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL841,LOPERAMIDE,CHEMBL841,,0,,1539897,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772915,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1cccc(C)c1NC(=O)C1CCCCN1C,,,CHEMBL1909046,,,,CHEMBL1087,MEPIVACAINE,CHEMBL1087,,0,,1539922,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773000,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccccc1OCC(O)COC(N)=O,,,CHEMBL1909046,,,,CHEMBL1201117,METHOCARBAMOL,CHEMBL1201117,,0,,1539930,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773122,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC(=O)c1ccc(O)cc1,,,CHEMBL1909046,,,,CHEMBL325372,METHYLPARABEN,CHEMBL325372,,0,,1539938,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773234,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1200862,METYROSINE,CHEMBL1200862,,0,,1539946,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773798,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1201631,INSULIN,CHEMBL1201631,,0,,1539849,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773927,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,NNC(=O)c1ccncc1,,,CHEMBL1909046,,,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,1539857,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7774024,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL571,KETOPROFEN,CHEMBL571,,0,,1539865,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7774695,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1200693,MANGANESE CHLORIDE,CHEMBL1200693,,0,,1539906,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7774797,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,CHEMBL1909046,,,,CHEMBL1390,,CHEMBL1390,,0,,1539914,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
,7775512,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,,,CHEMBL1909046,,,"{'bei': '19.06', 'le': '0.46', 'lle': '0.17', 'sei': None}",CHEMBL1670,MITOTANE,CHEMBL1670,6.10,0,http://www.openphacts.org/units/Nanomolar,1539955,=,15,1,=,,Ki,nM,,795.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,0.795
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7775600,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,,CHEMBL1909046,,,,CHEMBL1456,MYCOPHENOLATE MOFETIL,CHEMBL1456,,0,,1539963,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7775737,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1909070,NAFENOPIN,CHEMBL1909070,,0,,1539971,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7776348,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(O)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1200559,LACTIC ACID,CHEMBL1200559,,0,,1539874,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7776483,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,,,CHEMBL1909046,,,,CHEMBL1679,LEUCOVORIN,CHEMBL1679,,0,,1539882,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7776613,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCN(CC)CC(=O)Nc1c(C)cccc1C,,,CHEMBL1909046,,,,CHEMBL79,LIDOCAINE,CHEMBL79,,0,,1539890,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7776701,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,,CHEMBL1909046,,,,CHEMBL998,LORATADINE,CHEMBL998,,0,,1539898,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7777142,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1909046,,,,CHEMBL127,MEROPENEM,CHEMBL127,,0,,1539923,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7777227,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1909046,,,,CHEMBL34259,METHOTREXATE,CHEMBL34259,,0,,1539931,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
